input_raw,input,output,output_raw
giá cả hơi cao nhưng đồ ăn chất lượng và đa dạng hamburger rất ngon nước chấm vị lạ ăn như ăn nhiều món khác nhau ngon lắm í mình cảm thấy vậy,giá cả hơi cao nhưng đồ ăn chất lượng và đa dạng hamburger rất ngon nước chấm vị lạ ăn như ăn nhiều món khác nhau ngon lắm í mình cảm thấy vậy,chất lượng đồ ăn tốt vì đồ ăn chất lượng và chất lượng đồ ăn tốt vì hamburger ngon và chất lượng đồ ăn tạm vì nước chấm vị lạ và lựa chọn đồ ăn tốt vì đồ ăn đa dạng và giá tiền nhà hàng tệ vì giá cả cao,"{FOOD#QUALITY,đồ ăn,positive,chất lượng}; {FOOD#QUALITY,hamburger,positive,ngon}; {FOOD#QUALITY,nước chấm,neutral,vị lạ}; {FOOD#STYLE&OPTIONS,đồ ăn,positive,đa dạng}; {RESTAURANT#PRICES,giá cả,negative,cao}"
quán bình dân nên hơi nóng thức ăn phục vụ nhanh,quán bình dân nên hơi nóng thức ăn phục vụ nhanh,nhà hàng nói chung tạm vì quán bình dân và dịch vụ tốt vì phục vụ nhanh và không gian tệ vì nó nóng,"{RESTAURANT#GENERAL,quán,neutral,bình dân}; {SERVICE#GENERAL,phục vụ,positive,nhanh}; {AMBIENCE#GENERAL,null,negative,nóng}"
"đồ ăn ngon , hải sản tươi , nhưng số lượng hơi ít so với giá","đồ ăn ngon , hải sản tươi , nhưng số lượng hơi ít so với giá",chất lượng đồ ăn tốt vì đồ ăn ngon và lựa chọn đồ ăn tốt vì hải sản tươi và lựa chọn đồ ăn tệ vì số lượng ít,"{FOOD#QUALITY,đồ ăn,positive,ngon}; {FOOD#STYLE&OPTIONS,hải sản,positive,tươi}; {FOOD#STYLE&OPTIONS,số lượng,negative,ít}"
món ăn đa dạng giá thì cao hơn trước một chút,món ăn đa dạng giá thì cao hơn trước một chút,lựa chọn đồ ăn tốt vì món ăn đa dạng và giá tiền đồ ăn tệ vì giá cao,"{FOOD#STYLE&OPTIONS,món ăn,positive,đa dạng}; {FOOD#PRICES,giá,negative,cao}"
đồ ăn cũng nhiều lắm nhưng hôm qua đi quá ồn vì có 2 đám sinh nhật,đồ ăn cũng nhiều lắm nhưng hôm qua đi quá ồn vì có num đám sinh nhật,lựa chọn đồ ăn tốt vì đồ ăn nhiều và không gian tệ vì nó ồn,"{FOOD#STYLE&OPTIONS,đồ ăn,positive,nhiều}; {AMBIENCE#GENERAL,null,negative,ồn}"
không gian quán nhỏ nhưng khá phong cách chỗ ngồi thoải mái có nhạc live nên không khí khá sôi động,không gian quán nhỏ nhưng khá phong cách chỗ ngồi thoải mái có nhạc sống nên không khí khá sôi động,vấn đề khác tốt vì chỗ ngồi thoải mái và không gian tệ vì không gian nhỏ và vấn đề khác tốt vì nhạc live #tốt và không gian tốt vì không khí sôi động và không gian tốt vì không gian phong cách,"{RESTAURANT#MISCELLANEOUS,chỗ ngồi,positive,thoải mái}; {AMBIENCE#GENERAL,không gian,negative,nhỏ}; {RESTAURANT#MISCELLANEOUS,nhạc live,positive,null}; {AMBIENCE#GENERAL,không khí,positive,sôi động}; {AMBIENCE#GENERAL,không gian,positive,phong cách}"
nói chung chất lượng đồ uống ok nhưng về nhân viên phục vụ cần xem lại thái độ của mình,nói chung chất lượng đồ uống ok nhưng về nhân viên phục vụ cần xem lại thái độ của mình,dịch vụ tệ vì nhân viên phục vụ #tệ và chất lượng đồ uống tạm vì chất lượng đồ uống ok,"{SERVICE#GENERAL,nhân viên phục vụ,negative,null}; {DRINKS#QUALITY,chất lượng đồ uống,neutral,ok}"
không gian sáng sủa rộng rãi có điều các bàn san sát nhau nên nhiều khi hơi ồn,không gian sáng sủa rộng rãi có điều các bàn san sát nhau nên nhiều khi hơi ồn,không gian tốt vì không gian sáng sủa rộng rãi và vấn đề khác tệ vì bàn san sát và không gian tệ vì nó ồn,"{AMBIENCE#GENERAL,không gian,positive,sáng sủa rộng rãi}; {RESTAURANT#MISCELLANEOUS,bàn,negative,san sát}; {AMBIENCE#GENERAL,null,negative,ồn}"
món ăn về cơ bản là vẫn ngon như cũ nhưng phục vụ còn chậm cần tăng tốc lên một chút,món ăn về cơ bản là vẫn ngon như cũ nhưng phục vụ còn chậm cần tăng tốc lên một chút,dịch vụ tệ vì phục vụ chậm và chất lượng đồ ăn tốt vì món ăn ngon,"{SERVICE#GENERAL,phục vụ,negative,chậm}; {FOOD#QUALITY,món ăn,positive,ngon}"
quán nhỏ và ấm cúng trang trí theo đúng phong cách nhật,quán nhỏ và ấm cúng trang trí theo đúng phong cách nhật,nhà hàng nói chung tệ vì quán nhỏ và không gian tốt vì quán ấm cúng và không gian tạm vì trang trí phong cách nhật,"{RESTAURANT#GENERAL,quán,negative,nhỏ}; {AMBIENCE#GENERAL,quán,positive,ấm cúng}; {AMBIENCE#GENERAL,trang trí,neutral,phong cách nhật}"
giá thì cao rồi tầm 500k 1 người mọi người nên expect trước khi đi được cái view đẹp thoáng mát,giá thì cao rồi tầm giá tiền num người mọi người nên expect trước khi đi được cái quang cảnh đẹp thoáng mát,giá tiền nhà hàng tệ vì giá cao và giá tiền nhà hàng tạm vì giá #tạm và địa chỉ tốt vì view đẹp thoáng mát,"{RESTAURANT#PRICES,giá,negative,cao}; {RESTAURANT#PRICES,giá,neutral,null}; {LOCATION#GENERAL,view,positive,đẹp thoáng mát}"
"Được cái không gian rộng rãi, Thức ăn tạm được","được cái không gian rộng rãi , thức ăn tạm được",chất lượng đồ ăn tạm vì Thức ăn tạm được và không gian tốt vì không gian rộng rãi,"{FOOD#QUALITY,Thức ăn,neutral,tạm được}; {AMBIENCE#GENERAL,không gian,positive,rộng rãi}"
kem quá bình thường số tiền này ăn hazen còn ngon hơn gấp nhiều lần ạ trà cung bình thường k đậm đà chỉ được cái sang chảnh nhưng không gian cũng buồn và không đẹp,kem quá bình thường số tiền này ăn hazen còn ngon hơn gấp nhiều lần ạ trà cung bình thường không đậm đà chỉ được cái sang chảnh nhưng không gian cũng buồn và không đẹp,không gian tệ vì không gian không đẹp và chất lượng đồ uống tạm vì trà bình thường và lựa chọn đồ uống tốt vì trà sang chảnh và giá tiền đồ ăn tạm vì số tiền #tạm và không gian tệ vì không gian buồn,"{AMBIENCE#GENERAL,không gian,negative,không đẹp}; {DRINKS#QUALITY,trà,neutral,bình thường}; {DRINKS#STYLE&OPTIONS,trà,positive,sang chảnh}; {FOOD#PRICES,số tiền,neutral,null}; {AMBIENCE#GENERAL,không gian,negative,buồn}"
giá cả cao nhưng chất lượng thì ok lắm nha.,giá cả cao nhưng chất lượng thì ok lắm nha .,nhà hàng nói chung tạm vì chất lượng ok và giá tiền nhà hàng tệ vì giá cả cao,"{RESTAURANT#GENERAL,chất lượng,neutral,ok}; {RESTAURANT#PRICES,giá cả,negative,cao}"
nhân viên phục vụ nhanh đồ uống ở đây pha mình thấy cũng tương đối ổn,nhân viên phục vụ nhanh đồ uống ở đây pha mình thấy cũng tương đối ổn,dịch vụ tốt vì nhân viên phục vụ nhanh và chất lượng đồ uống tạm vì đồ uống ổn,"{SERVICE#GENERAL,nhân viên phục vụ,positive,nhanh}; {DRINKS#QUALITY,đồ uống,neutral,ổn}"
món nào cũng khỏi phải chê luôn á ăn mà cảm thấy chất lượng nhưng đường vào quán khá khó tìm phải hỏi người dân xung quanh chỉ đường mình mới tìm được quán,món nào cũng khỏi phải chê luôn á ăn mà cảm thấy chất lượng nhưng đường vào quán khá khó tìm phải hỏi người dân xung quanh chỉ đường mình mới tìm được quán,chất lượng đồ ăn tốt vì món #tốt và chất lượng đồ ăn tốt vì nó chất lượng và địa chỉ tệ vì nó khó tìm,"{FOOD#QUALITY,món,positive,null}; {FOOD#QUALITY,null,positive,chất lượng}; {LOCATION#GENERAL,null,negative,khó tìm}"
tiền nào của đó nên giá tính ra cao so với các quán bò khác nhưng chất lượng bò rất ngon,tiền nào của đó nên giá tính ra cao so với các quán bò khác nhưng chất lượng bò rất ngon,chất lượng đồ ăn tốt vì chất lượng bò ngon và giá tiền nhà hàng tệ vì giá cao,"{FOOD#QUALITY,chất lượng bò,positive,ngon}; {RESTAURANT#PRICES,giá,negative,cao}"
hệ thống có các món ăn rất ổn định và cách bài trí khá tương đồng,hệ thống có các món ăn rất ổn định và cách bài trí khá tương đồng,chất lượng đồ ăn tốt vì món ăn ổn định và không gian tạm vì cách bài trí tương đồng,"{FOOD#QUALITY,món ăn,positive,ổn định}; {AMBIENCE#GENERAL,cách bài trí,neutral,tương đồng}"
"Thức ăn buffet quá đơn giản và dở, được cái không gian.","thức ăn bufet quá đơn giản và dở , được cái không gian .",không gian tốt vì không gian #tốt và lựa chọn đồ ăn tệ vì Thức ăn buffet đơn giản và chất lượng đồ ăn tệ vì Thức ăn buffet dở,"{AMBIENCE#GENERAL,không gian,positive,null}; {FOOD#STYLE&OPTIONS,Thức ăn buffet,negative,đơn giản}; {FOOD#QUALITY,Thức ăn buffet,negative,dở}"
"Đồ ăn kèm đa dạng nhưng lên chậm, cơm trộn đậm đà","đồ ăn kèm đa dạng nhưng lên chậm , cơm trộn đậm đà",lựa chọn đồ ăn tốt vì Đồ ăn kèm đa dạng và dịch vụ tệ vì nó chậm và chất lượng đồ ăn tốt vì cơm trộn đậm đà,"{FOOD#STYLE&OPTIONS,Đồ ăn kèm,positive,đa dạng}; {SERVICE#GENERAL,null,negative,chậm}; {FOOD#QUALITY,cơm trộn,positive,đậm đà}"
giá cả nhỉnh hơn nhiều quán khác nhưng chất lượng rất tốt,giá cả nhỉnh hơn nhiều quán khác nhưng chất lượng rất tốt,nhà hàng nói chung tốt vì chất lượng tốt và giá tiền nhà hàng tệ vì giá cả nhỉnh,"{RESTAURANT#GENERAL,chất lượng,positive,tốt}; {RESTAURANT#PRICES,giá cả,negative,nhỉnh}"
đồ ăn ổn nhưng thái độ phục vụ của nhân viên không được đánh giá cao,đồ ăn ổn nhưng thái độ phục vụ của nhân viên không được đánh giá cao,dịch vụ tệ vì thái độ phục vụ #tệ và chất lượng đồ ăn tạm vì đồ ăn ổn,"{SERVICE#GENERAL,thái độ phục vụ,negative,null}; {FOOD#QUALITY,đồ ăn,neutral,ổn}"
"bánh khá ngon, đặc trưng cho ẩm thực vũng tàu giá hơi đắt vì là nhà hàng nhân viên phục vụ không nhiệt tình lắm","bánh khá ngon , đặc trưng cho ẩm thực vũng tàu giá hơi đắt vì là nhà hàng nhân viên phục vụ không nhiệt tình lắm",dịch vụ tệ vì nhân viên phục vụ không nhiệt tình và chất lượng đồ ăn tốt vì bánh ngon và giá tiền nhà hàng tệ vì giá đắt,"{SERVICE#GENERAL,nhân viên phục vụ,negative,không nhiệt tình}; {FOOD#QUALITY,bánh,positive,ngon}; {RESTAURANT#PRICES,giá,negative,đắt}"
đc nhân viên gửi xe thì ok còn lại đồ ăn view thì ngàn chấm,được nhân viên gửi xe thì ok còn lại đồ ăn quang cảnh thì ngàn chấm,dịch vụ tạm vì nhân viên gửi xe ok và chất lượng đồ ăn tệ vì đồ ăn #tệ và địa chỉ tệ vì view #tệ,"{SERVICE#GENERAL,nhân viên gửi xe,neutral,ok}; {FOOD#QUALITY,đồ ăn,negative,null}; {LOCATION#GENERAL,view,negative,null}"
quán tuy đông khách và hơi nhỏ nhưng phục vụ khá là nhanh,quán tuy đông khách và hơi nhỏ nhưng phục vụ khá là nhanh,nhà hàng nói chung tạm vì quán đông và nhà hàng nói chung tệ vì nó nhỏ và dịch vụ tốt vì phục vụ nhanh,"{RESTAURANT#GENERAL,quán,neutral,đông}; {RESTAURANT#GENERAL,null,negative,nhỏ}; {SERVICE#GENERAL,phục vụ,positive,nhanh}"
"đồ ăn ngon , nhưng đồ uống hơi nhạt, phục vụ nhiệt tình, không gian đẹp ,","đồ ăn ngon , nhưng đồ uống hơi nhạt , phục vụ nhiệt tình , không gian đẹp ,",dịch vụ tốt vì phục vụ nhiệt tình và chất lượng đồ ăn tốt vì đồ ăn ngon và không gian tốt vì không gian đẹp và chất lượng đồ uống tệ vì đồ uống nhạt,"{SERVICE#GENERAL,phục vụ,positive,nhiệt tình}; {FOOD#QUALITY,đồ ăn,positive,ngon}; {AMBIENCE#GENERAL,không gian,positive,đẹp}; {DRINKS#QUALITY,đồ uống,negative,nhạt}"
"ngoài các chương trình khuyến mãi thì giá pizza hơi đắt , cũng ngon , phục vụ tốt , không gian ổn ,","ngoài các chương trình khuyến mãi thì giá piza hơi đắt , cũng ngon , phục vụ tốt , không gian ổn ,",dịch vụ tốt vì phục vụ tốt và chất lượng đồ ăn tốt vì nó ngon và giá tiền đồ ăn tệ vì giá pizza đắt và vấn đề khác tạm vì các chương trình khuyến mãi #tạm và không gian tạm vì không gian ổn,"{SERVICE#GENERAL,phục vụ,positive,tốt}; {FOOD#QUALITY,null,positive,ngon}; {FOOD#PRICES,giá pizza,negative,đắt}; {RESTAURANT#MISCELLANEOUS,các chương trình khuyến mãi,neutral,null}; {AMBIENCE#GENERAL,không gian,neutral,ổn}"
ăn cũng đc nhân viên quá tệ đứng 1 đống ngay bếp chả làm gì khách tới full bàn chả đứa nào chịu mở cái miệng ra nói ngồi kêu order 7 kíp k chịu ra là quản lí đuổi hết tụi này lâu r,ăn cũng được nhân viên quá tệ đứng num đống ngay bếp chả làm gì khách tới ful bàn chả đứa nào chịu mở cái miệng ra nói ngồi kêu order num kíp không chịu ra là quản lí đuổi hết tụi này lâu rồi,dịch vụ tệ vì nhân viên tệ và chất lượng đồ ăn tệ vì nó tệ và chất lượng đồ ăn tạm vì nó cũng đc,"{SERVICE#GENERAL,nhân viên,negative,tệ}; {FOOD#QUALITY,null,negative,tệ}; {FOOD#QUALITY,null,neutral,cũng đc}"
đồ ăn thì đắt mà cũng chả ngon gì cả được cái không gian tuyệt vời,đồ ăn thì đắt mà cũng chả ngon gì cả được cái không gian tuyệt vời,chất lượng đồ ăn tệ vì đồ ăn chả ngon và giá tiền đồ ăn tệ vì đồ ăn đắt và không gian tốt vì không gian tuyệt vời,"{FOOD#QUALITY,đồ ăn,negative,chả ngon}; {FOOD#PRICES,đồ ăn,negative,đắt}; {AMBIENCE#GENERAL,không gian,positive,tuyệt vời}"
quán để topping là upsize và ly trái tim mỗi cái 5k đồ uống ngon mà tới khúc đó là nản quay đầu rồi,quán để toping là upsize và ly trái tim mỗi cái giá tiền đồ uống ngon mà tới khúc đó là nản quay đầu rồi,lựa chọn đồ uống tốt vì topping upsize và chất lượng đồ uống tốt vì đồ uống ngon và giá tiền đồ uống tạm vì ly trái tim #tạm,"{DRINKS#STYLE&OPTIONS,topping,positive,upsize}; {DRINKS#QUALITY,đồ uống,positive,ngon}; {DRINKS#PRICES,ly trái tim,neutral,null}"
"đồ ăn ngon, có rất nhiều món, giá thì hơi mắt.","đồ ăn ngon , có rất nhiều món , giá thì hơi mắt .",chất lượng đồ ăn tốt vì đồ ăn ngon và lựa chọn đồ ăn tốt vì món nhiều và giá tiền đồ ăn tệ vì giá mắt,"{FOOD#QUALITY,đồ ăn,positive,ngon}; {FOOD#STYLE&OPTIONS,món,positive,nhiều}; {FOOD#PRICES,giá,negative,mắt}"
"Hải sản tươi ngon, món ăn khá hấp dẫn, giá cả ok","hải sản tươi ngon , món ăn khá hấp dẫn , giá cả ok",lựa chọn đồ ăn tốt vì Hải sản tươi và chất lượng đồ ăn tốt vì Hải sản ngon và lựa chọn đồ ăn tốt vì món ăn hấp dẫn và giá tiền đồ ăn tạm vì giá cả ok,"{FOOD#STYLE&OPTIONS,Hải sản,positive,tươi}; {FOOD#QUALITY,Hải sản,positive,ngon}; {FOOD#STYLE&OPTIONS,món ăn,positive,hấp dẫn}; {FOOD#PRICES,giá cả,neutral,ok}"
đánh giá chung đồ ăn ngon không gian quán ồn ào k thoải mái,đánh giá chung đồ ăn ngon không gian quán ồn ào không thoải mái,chất lượng đồ ăn tốt vì đồ ăn ngon và không gian tệ vì không gian ồn ào k thoải mái,"{FOOD#QUALITY,đồ ăn,positive,ngon}; {AMBIENCE#GENERAL,không gian,negative,ồn ào k thoải mái}"
"nhà hàng trang trí đẹp nhưng giá cả đắt, món ăn nào cũng cay mà mình lại không ăn được cay :(","nhà hàng trang trí đẹp nhưng giá cả đắt , món ăn nào cũng cay mà mình lại không ăn được cay : (",chất lượng đồ ăn tạm vì món ăn cay và giá tiền nhà hàng tệ vì giá cả đắt và không gian tốt vì trang trí đẹp,"{FOOD#QUALITY,món ăn,neutral,cay}; {RESTAURANT#PRICES,giá cả,negative,đắt}; {AMBIENCE#GENERAL,trang trí,positive,đẹp}"
trên lầu cũng rộng mà đông khách mới mở nha 🐮phục vụ cũng nhanh lẹ mấy bạn sinh viên chạy cũng nhanh 🐮các món ăn giá hơi cao so với chất lượng,trên lầu cũng rộng mà đông khách mới mở nha 🐮phục vụ cũng nhanh lẹ mấy bạn sinh viên chạy cũng nhanh 🐮các món ăn giá hơi cao so với chất lượng,nhà hàng nói chung tạm vì khách đông và dịch vụ tốt vì phục vụ nhanh lẹ và không gian tốt vì trên lầu rộng và giá tiền đồ ăn tệ vì giá cao,"{RESTAURANT#GENERAL,khách,neutral,đông}; {SERVICE#GENERAL,phục vụ,positive,nhanh lẹ}; {AMBIENCE#GENERAL,trên lầu,positive,rộng}; {FOOD#PRICES,giá,negative,cao}"
"Quán đẹp, phục vụ không nhiệt tình, giá chát, ăn được","quán đẹp , phục vụ không nhiệt tình , giá chát , ăn được",nhà hàng nói chung tốt vì Quán đẹp và dịch vụ tệ vì phục vụ không nhiệt tình và giá tiền nhà hàng tệ vì giá chát và chất lượng đồ ăn tạm vì nó được,"{RESTAURANT#GENERAL,Quán,positive,đẹp}; {SERVICE#GENERAL,phục vụ,negative,không nhiệt tình}; {RESTAURANT#PRICES,giá,negative,chát}; {FOOD#QUALITY,null,neutral,được}"
đã hợp tác với jamja thì người ta ăn giá rẻ cũng k nên có thái độ như vậy,đã hợp tác với jamja thì người ta ăn giá rẻ cũng không nên có thái độ như vậy,giá tiền nhà hàng tốt vì giá rẻ và dịch vụ tệ,"{RESTAURANT#PRICES,giá,positive,rẻ}; {SERVICE#GENERAL,null,negative,null}"
đồ uống khá ổn nhưng giá hơi cao 1 tẹo,đồ uống khá ổn nhưng giá hơi cao num tẹo,giá tiền đồ uống tệ vì giá cao và chất lượng đồ uống tốt vì đồ uống khá ổn,"{DRINKS#PRICES,giá,negative,cao}; {DRINKS#QUALITY,đồ uống,positive,khá ổn}"
"view đẹp, âm nhạc miễn chê, nhân viên lịch sự nhưng đồ ăn không ngon, không đa dạng","quang cảnh đẹp , âm nhạc miễn chê , nhân viên lịch sự nhưng đồ ăn không ngon , không đa dạng",dịch vụ tốt vì nhân viên lịch sự và chất lượng đồ ăn tệ vì đồ ăn không ngon và lựa chọn đồ ăn tệ vì nó không đa dạng và vấn đề khác tốt vì âm nhạc miễn chê và địa chỉ tốt vì view đẹp,"{SERVICE#GENERAL,nhân viên,positive,lịch sự}; {FOOD#QUALITY,đồ ăn,negative,không ngon}; {FOOD#STYLE&OPTIONS,null,negative,không đa dạng}; {RESTAURANT#MISCELLANEOUS,âm nhạc,positive,miễn chê}; {LOCATION#GENERAL,view,positive,đẹp}"
đồ ăn vẫn ngon như mọi khi nhưng phục vụ thấy ko nồng nhiệt như lúc trước,đồ ăn vẫn ngon như mọi khi nhưng phục vụ thấy không nồng nhiệt như lúc trước,dịch vụ tệ vì phục vụ ko nồng nhiệt và chất lượng đồ ăn tốt vì đồ ăn ngon,"{SERVICE#GENERAL,phục vụ,negative,ko nồng nhiệt}; {FOOD#QUALITY,đồ ăn,positive,ngon}"
😣😣 dịch vụ nhân viên nhanh nhẹn lịch sự đồ ăn lên nhanh mặc dù lúc mình đến quán rất đông khách giá cả 1 suất 59k tính ra thì đắt so với lượng thức ăn như thế,tệ tệ dịch vụ nhân viên nhanh nhẹn lịch sự đồ ăn lên nhanh mặc dù lúc mình đến quán rất đông khách giá cả num suất giá tiền tính ra thì đắt so với lượng thức ăn như thế,nhà hàng nói chung tạm vì quán đông khách và dịch vụ tốt vì dịch vụ nhân viên nhanh nhẹn lịch sự và dịch vụ tốt vì đồ ăn lên nhanh và giá tiền nhà hàng tệ vì giá cả đắt và giá tiền nhà hàng tạm vì giá cả #tạm,"{RESTAURANT#GENERAL,quán,neutral,đông khách}; {SERVICE#GENERAL,dịch vụ nhân viên,positive,nhanh nhẹn lịch sự}; {SERVICE#GENERAL,đồ ăn lên,positive,nhanh}; {RESTAURANT#PRICES,giá cả,negative,đắt}; {RESTAURANT#PRICES,giá cả,neutral,null}"
"chuẩn bị món ăn hơi chậm và phục vụ chưa đc nhanh nhẹn niềm nở lắm, quán rộng rãi sạch sẽ","chuẩn bị món ăn hơi chậm và phục vụ chưa được nhanh nhẹn niềm nở lắm , quán rộng rãi sạch sẽ",dịch vụ tệ vì chuẩn bị món ăn chậm và dịch vụ tệ vì phục vụ #tệ và không gian tốt vì quán rộng rãi sạch sẽ,"{SERVICE#GENERAL,chuẩn bị món ăn,negative,chậm}; {SERVICE#GENERAL,phục vụ,negative,null}; {AMBIENCE#GENERAL,quán,positive,rộng rãi sạch sẽ}"
pizza bình thường không ngon 😢 điều gỡ gạc lại được là nhân viên dễ thương,piza bình thường không ngon tệ điều gỡ gạc lại được là nhân viên dễ thương,dịch vụ tốt vì nhân viên dễ thương và chất lượng đồ ăn tạm vì pizza bình thường,"{SERVICE#GENERAL,nhân viên,positive,dễ thương}; {FOOD#QUALITY,pizza,neutral,bình thường}"
ở đây cái gì cũng đắt chỉ có cái sạch sẽ và ăn cũng ngon nên bù lại nè,ở đây cái gì cũng đắt chỉ có cái sạch sẽ và ăn cũng ngon nên bù lại nè,chất lượng đồ ăn tốt vì nó ngon và giá tiền nhà hàng tệ vì nó đắt và nhà hàng nói chung tốt vì nó sạch sẽ,"{FOOD#QUALITY,null,positive,ngon}; {RESTAURANT#PRICES,null,negative,đắt}; {RESTAURANT#GENERAL,null,positive,sạch sẽ}"
"đồ ăn cũng ổn, giá thì hơi chát nhé, phục vụ chậm, do đói nên t chung ăn, k chụp đc nhiều hình,","đồ ăn cũng ổn , giá thì hơi chát nhé , phục vụ chậm , do đói nên thứ chung ăn , không chụp được nhiều hình ,",dịch vụ tệ vì phục vụ chậm và chất lượng đồ ăn tạm vì đồ ăn ổn và giá tiền đồ ăn tệ vì giá chát,"{SERVICE#GENERAL,phục vụ,negative,chậm}; {FOOD#QUALITY,đồ ăn,neutral,ổn}; {FOOD#PRICES,giá,negative,chát}"
nhưng mà giá thì cao hic hic nên thỉnh thoảng mới đổi gió thui tranh thủ những ngày thứ 2 amp 3 có ưu đãi buffet lẩu đi nhóm 4 tính tiền 3 với giá khoảng 250k người,nhưng mà giá thì cao hic hic nên thỉnh thoảng mới đổi gió thui tranh thủ những ngày thứ num amp num có ưu đãi bufet lẩu đi nhóm num tính tiền num với giá khoảng giá tiền người,giá tiền nhà hàng tệ vì giá cao và vấn đề khác tốt vì buffet lẩu ưu đãi và giá tiền nhà hàng tạm vì giá #tạm,"{RESTAURANT#PRICES,giá,negative,cao}; {RESTAURANT#MISCELLANEOUS,buffet lẩu,positive,ưu đãi}; {RESTAURANT#PRICES,giá,neutral,null}"
món cá tầm mình ăn hok quen còn món đậu hủ là tệ nhất nhân viên cũng khá thân thiện,món cá tầm mình ăn không quen còn món đậu hủ là tệ nhất nhân viên cũng khá thân thiện,dịch vụ tốt vì nhân viên thân thiện và chất lượng đồ ăn tệ vì món cá tầm hok quen và chất lượng đồ ăn tệ vì món đậu hủ tệ,"{SERVICE#GENERAL,nhân viên,positive,thân thiện}; {FOOD#QUALITY,món cá tầm,negative,hok quen}; {FOOD#QUALITY,món đậu hủ,negative,tệ}"
"thức ăn cũng đc mà ít quá hơi buồn cà ri đắt kinh khủng, lẩu tomyum gần 400k nhưng mà ăn đáng tiền nhất luôn ấy","thức ăn cũng được mà ít quá hơi buồn cà ri đắt kinh khủng , lẩu tomyum gần giá tiền nhưng mà ăn đáng tiền nhất luôn ấy",chất lượng đồ ăn tạm vì thức ăn cũng đc và lựa chọn đồ ăn tệ vì thức ăn ít và giá tiền đồ ăn tệ vì cà ri đắt và chất lượng đồ ăn tốt vì lẩu tomyum đáng tiền và giá tiền đồ ăn tạm vì lẩu tomyum #tạm,"{FOOD#QUALITY,thức ăn,neutral,cũng đc}; {FOOD#STYLE&OPTIONS,thức ăn,negative,ít}; {FOOD#PRICES,cà ri,negative,đắt}; {FOOD#QUALITY,lẩu tomyum,positive,đáng tiền}; {FOOD#PRICES,lẩu tomyum,neutral,null}"
thưởng thức sườn bò mỹ rồng thượng hạng ở gyu kaku😎😎 thật sự mình đánh giá rất cao quán nướng nhật này về chất lượng thịt bò😆 giá buffet chỉ 340k người chưa vat chưa nước,thưởng thức sườn bò mỹ rồng thượng hạng ở gyu tốt tốt thật sự mình đánh giá rất cao quán nướng nhật này về chất lượng thịt tốt giá bufet chỉ giá tiền người chưa vat chưa nước,chất lượng đồ ăn tốt vì sườn bò mỹ rồng thượng hạng và chất lượng đồ ăn tốt vì chất lượng thịt bò cao và giá tiền đồ ăn tạm vì giá buffet #tạm,"{FOOD#QUALITY,sườn bò mỹ rồng,positive,thượng hạng}; {FOOD#QUALITY,chất lượng thịt bò,positive,cao}; {FOOD#PRICES,giá buffet,neutral,null}"
"thịt ngon , nhưng phục vụ hơi chậm, quán lại khá đông , giá 300k/người, thích hợp đi ăn gia đình hoặc ăn nhóm ,","thịt ngon , nhưng phục vụ hơi chậm , quán lại khá đông , giá giá tiền người , thích hợp đi ăn gia đình hoặc ăn nhóm ,",nhà hàng nói chung tạm vì quán đông và dịch vụ tệ vì phục vụ chậm và chất lượng đồ ăn tốt vì thịt ngon và giá tiền nhà hàng tạm vì giá #tạm,"{RESTAURANT#GENERAL,quán,neutral,đông}; {SERVICE#GENERAL,phục vụ,negative,chậm}; {FOOD#QUALITY,thịt,positive,ngon}; {RESTAURANT#PRICES,giá,neutral,null}"
thời gian chờ đợi cũng kéo dài nhưng đền đáp vì món ăn đều rất tươi và ngon,thời gian chờ đợi cũng kéo dài nhưng đền đáp vì món ăn đều rất tươi và ngon,chất lượng đồ ăn tốt vì món ăn ngon và lựa chọn đồ ăn tốt vì món ăn tươi và dịch vụ tệ vì thời gian chờ đợi kéo dài,"{FOOD#QUALITY,món ăn,positive,ngon}; {FOOD#STYLE&OPTIONS,món ăn,positive,tươi}; {SERVICE#GENERAL,thời gian chờ đợi,negative,kéo dài}"
có cả khu cafe trong khu bến thuyền món ăn ở ngọc sương làm khá ngon nhưng giá khá cao thích hợp để tiếp khách hay tụ hợp gia đình trong phòng bày trí giống trong boong tàu tạo cảm giác mát mẻ như đang lênh đênh trên biển,có cả khu cafe trong khu bến thuyền món ăn ở ngọc sương làm khá ngon nhưng giá khá cao thích hợp để tiếp khách hay tụ hợp gia đình trong phòng bày trí giống trong bong tàu tạo cảm giác mát mẻ như đang lênh đênh trên biển,chất lượng đồ ăn tốt vì món ăn ngon và giá tiền nhà hàng tệ vì giá cao và không gian tốt vì bày trí mát mẻ,"{FOOD#QUALITY,món ăn,positive,ngon}; {RESTAURANT#PRICES,giá,negative,cao}; {AMBIENCE#GENERAL,bày trí,positive,mát mẻ}"
